,is_marker,is_mitochondrial
GENE_1228,False,False
GENE_1229,False,False
GENE_1230,False,False
GENE_1231,False,False
GENE_1232,False,False
GENE_1233,False,False
GENE_1234,False,False
GENE_1235,False,False
GENE_1236,False,False
GENE_1237,False,False
GENE_1238,False,False
GENE_1239,False,False
GENE_1240,False,False
GENE_1241,False,False
GENE_1242,False,False
GENE_1243,False,False
GENE_1244,False,False
GENE_1245,False,False
GENE_1246,False,False
GENE_1247,False,False
GENE_1248,False,False
GENE_1249,False,False
GENE_1250,False,False
GENE_1251,False,False
GENE_1252,False,False
GENE_1253,False,False
GENE_1254,False,False
GENE_1255,False,False
GENE_1256,False,False
GENE_1257,False,False
GENE_1258,False,False
GENE_1259,False,False
GENE_1260,False,False
GENE_1261,False,False
GENE_1262,False,False
GENE_1263,False,False
GENE_1264,False,False
GENE_1265,False,False
GENE_1266,False,False
GENE_1267,False,False
GENE_1268,False,False
GENE_1269,False,False
GENE_1270,False,False
GENE_1271,False,False
GENE_1272,False,False
GENE_1273,False,False
GENE_1274,False,False
GENE_1275,False,False
GENE_1276,False,False
GENE_1277,False,False
GENE_1278,False,False
GENE_1279,False,False
GENE_1280,False,False
GENE_1281,False,False
GENE_1282,False,False
GENE_1283,False,False
GENE_1284,False,False
GENE_1285,False,False
GENE_1286,False,False
GENE_1287,False,False
GENE_1288,False,False
GENE_1289,False,False
GENE_1290,False,False
GENE_1291,False,False
GENE_1292,False,False
GENE_1293,False,False
GENE_1294,False,False
GENE_1295,False,False
GENE_1296,False,False
GENE_1297,False,False
GENE_1298,False,False
GENE_1299,False,False
GENE_1300,False,False
GENE_1301,False,False
GENE_1302,False,False
GENE_1303,False,False
GENE_1304,False,False
GENE_1305,False,False
GENE_1306,False,False
GENE_1307,False,False
GENE_1308,False,False
GENE_1309,False,False
GENE_1310,False,False
GENE_1311,False,False
GENE_1312,False,False
GENE_1313,False,False
GENE_1314,False,False
GENE_1315,False,False
GENE_1316,False,False
GENE_1317,False,False
GENE_1318,False,False
GENE_1319,False,False
GENE_1320,False,False
GENE_1321,False,False
GENE_1322,False,False
GENE_1323,False,False
GENE_1324,False,False
GENE_1325,False,False
GENE_1326,False,False
GENE_1327,False,False
GENE_1328,False,False
GENE_1329,False,False
GENE_1330,False,False
GENE_1331,False,False
GENE_1332,False,False
GENE_1333,False,False
GENE_1334,False,False
GENE_1335,False,False
GENE_1336,False,False
GENE_1337,False,False
GENE_1338,False,False
GENE_1339,False,False
GENE_1340,False,False
GENE_1341,False,False
GENE_1342,False,False
GENE_1343,False,False
GENE_1344,False,False
GENE_1345,False,False
GENE_1346,False,False
GENE_1347,False,False
GENE_1348,False,False
GENE_1349,False,False
GENE_1350,False,False
GENE_1351,False,False
GENE_1352,False,False
GENE_1353,False,False
GENE_1354,False,False
GENE_1355,False,False
GENE_1356,False,False
GENE_1357,False,False
GENE_1358,False,False
GENE_1359,False,False
GENE_1360,False,False
GENE_1361,False,False
GENE_1362,False,False
GENE_1363,False,False
GENE_1364,False,False
GENE_1365,False,False
GENE_1366,False,False
GENE_1367,False,False
GENE_1368,False,False
GENE_1369,False,False
GENE_1370,False,False
GENE_1371,False,False
GENE_1372,False,False
GENE_1373,False,False
GENE_1374,False,False
GENE_1375,False,False
GENE_1376,False,False
GENE_1377,False,False
GENE_1378,False,False
GENE_1379,False,False
GENE_1380,False,False
GENE_1381,False,False
GENE_1382,False,False
GENE_1383,False,False
GENE_1384,False,False
GENE_1385,False,False
GENE_1386,False,False
GENE_1387,False,False
GENE_1388,False,False
GENE_1389,False,False
GENE_1390,False,False
GENE_1391,False,False
GENE_1392,False,False
GENE_1393,False,False
GENE_1394,False,False
GENE_1395,False,False
GENE_1396,False,False
GENE_1397,False,False
GENE_1398,False,False
GENE_1399,False,False
GENE_1400,False,False
GENE_1401,False,False
GENE_1402,False,False
GENE_1403,False,False
GENE_1404,False,False
GENE_1405,False,False
GENE_1406,False,False
GENE_1407,False,False
GENE_1408,False,False
GENE_1409,False,False
GENE_1410,False,False
GENE_1411,False,False
GENE_1412,False,False
GENE_1413,False,False
GENE_1414,False,False
GENE_1415,False,False
GENE_1416,False,False
GENE_1417,False,False
GENE_1418,False,False
GENE_1419,False,False
GENE_1420,False,False
GENE_1421,False,False
GENE_1422,False,False
GENE_1423,False,False
GENE_1424,False,False
GENE_1425,False,False
GENE_1426,False,False
GENE_1427,False,False
GENE_1428,False,False
GENE_1429,False,False
GENE_1430,False,False
GENE_1431,False,False
GENE_1432,False,False
GENE_1433,False,False
GENE_1434,False,False
GENE_1435,False,False
GENE_1436,False,False
GENE_1437,False,False
GENE_1438,False,False
GENE_1439,False,False
GENE_1440,False,False
GENE_1441,False,False
GENE_1442,False,False
GENE_1443,False,False
GENE_1444,False,False
GENE_1445,False,False
GENE_1446,False,False
GENE_1447,False,False
GENE_1448,False,False
GENE_1449,False,False
GENE_1450,False,False
GENE_1451,False,False
GENE_1452,False,False
GENE_1453,False,False
GENE_1454,False,False
GENE_1455,False,False
GENE_1456,False,False
GENE_1457,False,False
GENE_1458,False,False
GENE_1459,False,False
GENE_1460,False,False
GENE_1461,False,False
GENE_1462,False,False
GENE_1463,False,False
GENE_1464,False,False
GENE_1465,False,False
GENE_1466,False,False
GENE_1467,False,False
GENE_1468,False,False
GENE_1469,False,False
GENE_1470,False,False
GENE_1471,False,False
GENE_1472,False,False
GENE_1473,False,False
GENE_1474,False,False
GENE_1475,False,False
GENE_1476,False,False
GENE_1477,False,False
GENE_1478,False,False
GENE_1479,False,False
GENE_1480,False,False
GENE_1481,False,False
GENE_1482,False,False
GENE_1483,False,False
GENE_1484,False,False
GENE_1485,False,False
GENE_1486,False,False
GENE_1487,False,False
GENE_1488,False,False
GENE_1489,False,False
GENE_1490,False,False
GENE_1491,False,False
GENE_1492,False,False
GENE_1493,False,False
GENE_1494,False,False
GENE_1495,False,False
GENE_1496,False,False
GENE_1497,False,False
GENE_1498,False,False
GENE_1499,False,False
GENE_1500,False,False
GENE_1501,False,False
GENE_1502,False,False
GENE_1503,False,False
GENE_1504,False,False
GENE_1505,False,False
GENE_1506,False,False
GENE_1507,False,False
GENE_1508,False,False
GENE_1509,False,False
GENE_1510,False,False
GENE_1511,False,False
GENE_1512,False,False
GENE_1513,False,False
GENE_1514,False,False
GENE_1515,False,False
GENE_1516,False,False
GENE_1517,False,False
GENE_1518,False,False
GENE_1519,False,False
GENE_1520,False,False
GENE_1521,False,False
GENE_1522,False,False
GENE_1523,False,False
GENE_1524,False,False
GENE_1525,False,False
GENE_1526,False,False
GENE_1527,False,False
GENE_1528,False,False
GENE_1529,False,False
GENE_1530,False,False
GENE_1531,False,False
GENE_1532,False,False
GENE_1533,False,False
GENE_1534,False,False
GENE_1535,False,False
GENE_1536,False,False
GENE_1537,False,False
GENE_1538,False,False
GENE_1539,False,False
GENE_1540,False,False
GENE_1541,False,False
GENE_1542,False,False
GENE_1543,False,False
GENE_1544,False,False
GENE_1545,False,False
GENE_1546,False,False
GENE_1547,False,False
GENE_1548,False,False
GENE_1549,False,False
GENE_1550,False,False
GENE_1551,False,False
GENE_1552,False,False
GENE_1553,False,False
GENE_1554,False,False
GENE_1555,False,False
GENE_1556,False,False
GENE_1557,False,False
GENE_1558,False,False
GENE_1559,False,False
GENE_1560,False,False
GENE_1561,False,False
GENE_1562,False,False
GENE_1563,False,False
GENE_1564,False,False
GENE_1565,False,False
GENE_1566,False,False
GENE_1567,False,False
GENE_1568,False,False
GENE_1569,False,False
GENE_1570,False,False
GENE_1571,False,False
GENE_1572,False,False
GENE_1573,False,False
GENE_1574,False,False
GENE_1575,False,False
GENE_1576,False,False
GENE_1577,False,False
GENE_1578,False,False
GENE_1579,False,False
GENE_1580,False,False
GENE_1581,False,False
GENE_1582,False,False
GENE_1583,False,False
GENE_1584,False,False
GENE_1585,False,False
GENE_1586,False,False
GENE_1587,False,False
GENE_1588,False,False
GENE_1589,False,False
GENE_1590,False,False
GENE_1591,False,False
GENE_1592,False,False
GENE_1593,False,False
GENE_1594,False,False
GENE_1595,False,False
GENE_1596,False,False
GENE_1597,False,False
GENE_1598,False,False
GENE_1599,False,False
GENE_1600,False,False
GENE_1601,False,False
GENE_1602,False,False
GENE_1603,False,False
GENE_1604,False,False
GENE_1605,False,False
GENE_1606,False,False
GENE_1607,False,False
GENE_1608,False,False
GENE_1609,False,False
GENE_1610,False,False
GENE_1611,False,False
GENE_1612,False,False
GENE_1613,False,False
GENE_1614,False,False
GENE_1615,False,False
GENE_1616,False,False
GENE_1617,False,False
GENE_1618,False,False
GENE_1619,False,False
GENE_1620,False,False
GENE_1621,False,False
GENE_1622,False,False
GENE_1623,False,False
GENE_1624,False,False
GENE_1625,False,False
GENE_1626,False,False
GENE_1627,False,False
GENE_1628,False,False
GENE_1629,False,False
GENE_1630,False,False
GENE_1631,False,False
GENE_1632,False,False
GENE_1633,False,False
GENE_1634,False,False
GENE_1635,False,False
GENE_1636,False,False
GENE_1637,False,False
GENE_1638,False,False
GENE_1639,False,False
GENE_1640,False,False
GENE_1641,False,False
GENE_1642,False,False
GENE_1643,False,False
GENE_1644,False,False
GENE_1645,False,False
GENE_1646,False,False
GENE_1647,False,False
GENE_1648,False,False
GENE_1649,False,False
GENE_1650,False,False
GENE_1651,False,False
GENE_1652,False,False
GENE_1653,False,False
GENE_1654,False,False
GENE_1655,False,False
GENE_1656,False,False
GENE_1657,False,False
GENE_1658,False,False
GENE_1659,False,False
GENE_1660,False,False
GENE_1661,False,False
GENE_1662,False,False
GENE_1663,False,False
GENE_1664,False,False
GENE_1665,False,False
GENE_1666,False,False
GENE_1667,False,False
GENE_1668,False,False
GENE_1669,False,False
GENE_1670,False,False
GENE_1671,False,False
GENE_1672,False,False
GENE_1673,False,False
GENE_1674,False,False
GENE_1675,False,False
GENE_1676,False,False
GENE_1677,False,False
GENE_1678,False,False
GENE_1679,False,False
GENE_1680,False,False
GENE_1681,False,False
GENE_1682,False,False
GENE_1683,False,False
GENE_1684,False,False
GENE_1685,False,False
GENE_1686,False,False
GENE_1687,False,False
GENE_1688,False,False
GENE_1689,False,False
GENE_1690,False,False
GENE_1691,False,False
GENE_1692,False,False
GENE_1693,False,False
GENE_1694,False,False
GENE_1695,False,False
GENE_1696,False,False
GENE_1697,False,False
GENE_1698,False,False
GENE_1699,False,False
GENE_1700,False,False
GENE_1701,False,False
GENE_1702,False,False
GENE_1703,False,False
GENE_1704,False,False
GENE_1705,False,False
GENE_1706,False,False
GENE_1707,False,False
GENE_1708,False,False
GENE_1709,False,False
GENE_1710,False,False
GENE_1711,False,False
GENE_1712,False,False
GENE_1713,False,False
GENE_1714,False,False
GENE_1715,False,False
GENE_1716,False,False
GENE_1717,False,False
GENE_1718,False,False
GENE_1719,False,False
GENE_1720,False,False
GENE_1721,False,False
GENE_1722,False,False
GENE_1723,False,False
GENE_1724,False,False
GENE_1725,False,False
GENE_1726,False,False
GENE_1727,False,False
GENE_1728,False,False
GENE_1729,False,False
GENE_1730,False,False
GENE_1731,False,False
GENE_1732,False,False
GENE_1733,False,False
GENE_1734,False,False
GENE_1735,False,False
GENE_1736,False,False
GENE_1737,False,False
GENE_1738,False,False
GENE_1739,False,False
GENE_1740,False,False
GENE_1741,False,False
GENE_1742,False,False
GENE_1743,False,False
GENE_1744,False,False
GENE_1745,False,False
GENE_1746,False,False
GENE_1747,False,False
GENE_1748,False,False
GENE_1749,False,False
GENE_1750,False,False
GENE_1751,False,False
GENE_1752,False,False
GENE_1753,False,False
GENE_1754,False,False
GENE_1755,False,False
GENE_1756,False,False
GENE_1757,False,False
GENE_1758,False,False
GENE_1759,False,False
GENE_1760,False,False
GENE_1761,False,False
GENE_1762,False,False
GENE_1763,False,False
GENE_1764,False,False
GENE_1765,False,False
GENE_1766,False,False
GENE_1767,False,False
GENE_1768,False,False
GENE_1769,False,False
GENE_1770,False,False
GENE_1771,False,False
GENE_1772,False,False
GENE_1773,False,False
GENE_1774,False,False
GENE_1775,False,False
GENE_1776,False,False
GENE_1777,False,False
GENE_1778,False,False
GENE_1779,False,False
GENE_1780,False,False
GENE_1781,False,False
GENE_1782,False,False
GENE_1783,False,False
GENE_1784,False,False
GENE_1785,False,False
GENE_1786,False,False
GENE_1787,False,False
GENE_1788,False,False
GENE_1789,False,False
GENE_1790,False,False
GENE_1791,False,False
GENE_1792,False,False
GENE_1793,False,False
GENE_1794,False,False
GENE_1795,False,False
GENE_1796,False,False
GENE_1797,False,False
GENE_1798,False,False
GENE_1799,False,False
GENE_1800,False,False
GENE_1801,False,False
GENE_1802,False,False
GENE_1803,False,False
GENE_1804,False,False
GENE_1805,False,False
GENE_1806,False,False
GENE_1807,False,False
GENE_1808,False,False
GENE_1809,False,False
GENE_1810,False,False
GENE_1811,False,False
GENE_1812,False,False
GENE_1813,False,False
GENE_1814,False,False
GENE_1815,False,False
GENE_1816,False,False
GENE_1817,False,False
GENE_1818,False,False
GENE_1819,False,False
GENE_1820,False,False
GENE_1821,False,False
GENE_1822,False,False
GENE_1823,False,False
GENE_1824,False,False
GENE_1825,False,False
GENE_1826,False,False
GENE_1827,False,False
GENE_1828,False,False
GENE_1829,False,False
GENE_1830,False,False
GENE_1831,False,False
GENE_1832,False,False
GENE_1833,False,False
GENE_1834,False,False
GENE_1835,False,False
GENE_1836,False,False
GENE_1837,False,False
GENE_1838,False,False
GENE_1839,False,False
GENE_1840,False,False
GENE_1841,False,False
GENE_1842,False,False
GENE_1843,False,False
GENE_1844,False,False
GENE_1845,False,False
GENE_1846,False,False
GENE_1847,False,False
GENE_1848,False,False
GENE_1849,False,False
GENE_1850,False,False
GENE_1851,False,False
GENE_1852,False,False
GENE_1853,False,False
GENE_1854,False,False
GENE_1855,False,False
GENE_1856,False,False
GENE_1857,False,False
GENE_1858,False,False
GENE_1859,False,False
GENE_1860,False,False
GENE_1861,False,False
GENE_1862,False,False
GENE_1863,False,False
GENE_1864,False,False
GENE_1865,False,False
GENE_1866,False,False
GENE_1867,False,False
GENE_1868,False,False
GENE_1869,False,False
GENE_1870,False,False
GENE_1871,False,False
GENE_1872,False,False
GENE_1873,False,False
GENE_1874,False,False
GENE_1875,False,False
GENE_1876,False,False
GENE_1877,False,False
GENE_1878,False,False
GENE_1879,False,False
GENE_1880,False,False
GENE_1881,False,False
GENE_1882,False,False
GENE_1883,False,False
GENE_1884,False,False
GENE_1885,False,False
GENE_1886,False,False
GENE_1887,False,False
GENE_1888,False,False
GENE_1889,False,False
GENE_1890,False,False
GENE_1891,False,False
GENE_1892,False,False
GENE_1893,False,False
GENE_1894,False,False
GENE_1895,False,False
GENE_1896,False,False
GENE_1897,False,False
GENE_1898,False,False
GENE_1899,False,False
GENE_1900,False,False
GENE_1901,False,False
GENE_1902,False,False
GENE_1903,False,False
GENE_1904,False,False
GENE_1905,False,False
GENE_1906,False,False
GENE_1907,False,False
GENE_1908,False,False
GENE_1909,False,False
GENE_1910,False,False
GENE_1911,False,False
GENE_1912,False,False
GENE_1913,False,False
GENE_1914,False,False
GENE_1915,False,False
GENE_1916,False,False
GENE_1917,False,False
GENE_1918,False,False
GENE_1919,False,False
GENE_1920,False,False
GENE_1921,False,False
GENE_1922,False,False
GENE_1923,False,False
GENE_1924,False,False
GENE_1925,False,False
GENE_1926,False,False
GENE_1927,False,False
GENE_1928,False,False
GENE_1929,False,False
GENE_1930,False,False
GENE_1931,False,False
GENE_1932,False,False
GENE_1933,False,False
GENE_1934,False,False
GENE_1935,False,False
GENE_1936,False,False
GENE_1937,False,False
GENE_1938,False,False
GENE_1939,False,False
GENE_1940,False,False
GENE_1941,False,False
GENE_1942,False,False
GENE_1943,False,False
GENE_1944,False,False
GENE_1945,False,False
GENE_1946,False,False
GENE_1947,False,False
GENE_1948,False,False
GENE_1949,False,False
GENE_1950,False,False
GENE_1951,False,False
GENE_1952,False,False
GENE_1953,False,False
GENE_1954,False,False
GENE_1955,False,False
GENE_1956,False,False
GENE_1957,False,False
GENE_1958,False,False
GENE_1959,False,False
GENE_1960,False,False
GENE_1961,False,False
GENE_1962,False,False
GENE_1963,False,False
GENE_1964,False,False
GENE_1965,False,False
GENE_1966,False,False
GENE_1967,False,False
GENE_1968,False,False
GENE_1969,False,False
GENE_1970,False,False
GENE_1971,False,False
GENE_1972,False,False
GENE_1973,False,False
GENE_1974,False,False
GENE_1975,False,False
GENE_1976,False,False
GENE_1977,False,False
GENE_1978,False,False
GENE_1979,False,False
GENE_1980,False,False
GENE_1981,False,False
GENE_1982,False,False
GENE_1983,False,False
GENE_1984,False,False
GENE_1985,False,False
GENE_1986,False,False
GENE_1987,False,False
GENE_1988,False,False
GENE_1989,False,False
GENE_1990,False,False
GENE_1991,False,False
GENE_1992,False,False
GENE_1993,False,False
GENE_1994,False,False
GENE_1995,False,False
GENE_1996,False,False
GENE_1997,False,False
GENE_1998,False,False
GENE_1999,False,False
MT-CO1,False,True
MT-CO2,False,True
MT-ND1,False,True
MT-ND2,False,True
MT-ATP6,False,True
